,lokasi,ulasan,label
826,Bukit Jaddhih,"['Nice', 'place', ',', 'jembatan', 'suramadu']",1
827,Bukit Jaddhih,"['Dua', 'kali', 'kesana', 'keluarga', 'teman', 'kantor']",1
828,Bukit Jaddhih,"['Tempat', 'lumayan', 'bagus', 'jadikan', 'spot', 'Foto', '-', 'foto', 'lokasi', 'pemotretan', '.', 'sayangnya', ',', 'pengelolaan', 'maksimal', 'menjadikan', 'membayar', '2x', 'masuk', ',', 'akses', 'sulit', 'hati', '-', 'hati', 'mengakses']",1
829,Bukit Jaddhih,"['Bukit', 'jeddih', 'salah', 'destinasi', 'wisata', 'asalnya', 'ex', 'tambang', 'gunung', 'kapur', '.', 'Ada', 'spot', 'manfaatkan', 'foto', 'pra', 'wedding', '.', 'Juga', 'lokasi', 'dibangun', 'kolam', 'renang', 'umur', '...']",1
830,Bukit Jaddhih,"['Bagus', ',', 'semoga', 'kedepan', 'bagus', ',']",1
831,Bukit Jaddhih,"['Bukit', 'jaddih', 'penambangan', 'batu', 'bata', 'putih', '.', 'Dulu', 'penyimpanan', 'senjata', '.', 'Bukit', 'desa', 'Jaddih', ',', 'penamaannyapun', 'nama', 'bukit', 'jaddih', '.', 'Sekarang', 'salahsayu', '…']",1
832,Bukit Jaddhih,"['wisata', 'bagus', 'pemandangan', 'tebing', 'kapur', '.', 'mengelilingi', 'wisata', 'kendaraan', '.', 'sayangnya', 'membayar', 'memasuki', 'kawasan', 'berbeda', '.', '…']",1
833,Bukit Jaddhih,"['Lokasinya', 'bagus', ',', 'sayang', 'pungutan', '.']",1
834,Bukit Jaddhih,"['Tempatnya', 'tambang', 'kapur', 'aktif', '.', 'Sangat', 'berbahaya', 'minim', 'pengamanan', '.', 'Terutama', 'warga', 'lokal', 'suka', 'pungutan', 'liar', 'jalan', 'dalih', 'biaya', 'masuk', '.', '…']",0
835,Bukit Jaddhih,"['Tempat', 'cocok', 'touring']",1
836,Bukit Jaddhih,"['Tempat', 'cocok', 'berlibur', 'warga', 'Jawa', 'Timur', ',', 'Surabaya', 'menjelajah', 'apiknya', 'Pulau', 'Madura', '.', 'Tidak', 'Jembatan', 'Suramadu', '.', '…']",1
837,Bukit Jaddhih,"['Meskipun', 'cuaca', 'panas', ',', 'view', 'gunung', 'kapur', 'indah', 'dijadikan', 'spot', 'foto', ',', 'terbayarkan', '.', 'Sayangnya', ',', 'kesana', 'kemarin', 'danaunya', 'mengering', '.', 'Jadi', 'enggak bisa', 'perahu', '.', 'Tapi', ""'s"", 'oke', 'still', 'happy😁', '…']",1
838,Bukit Jaddhih,"['Salah', 'wisata', 'kawasan', 'Madura', 'barat', '.', 'Tempat', 'wisata', 'bekas', 'tambang', 'batu', 'kapur', ',', 'dimanfaatkan', 'objek', 'wisata', 'bagus', ',', 'kesan', 'alami', 'ditimbulkan', 'kuat', ',', '…']",1
839,Bukit Jaddhih,"['Tempat', 'indah', 'Banyak', 'penjual', 'salak', 'area', 'jalan', 'objek', 'wisata']",1
840,Bukit Jaddhih,"['Tempatnya', 'indah', ',', 'sayang', 'jalannya', 'diperbaiki']",1
841,Bukit Jaddhih,"['Bukit', 'kapur', 'bagus', 'banget', '.', 'Apalagi', 'dikelola', '.', 'Terletak', 'kabupaten', 'Bangkalan', '.', 'Dari', 'jalan', 'raya', 'masuknya', '4', '.', 'Hanya', 'akses', 'kendaraan', 'pribadi', '.', 'Pemandangannya', 'bagus', 'tempatnya', '.', 'Ada', 'kolam', 'renang', 'bermain', '.', 'Sebelum', 'masuk', 'area', 'gua-gua', 'alami', '.']",1
842,Bukit Jaddhih,"['Tempatnya', ',', 'menarik', '.', 'Kemarin', 'masuk', 'Goa', 'Pote', 'kawasan', 'wisata', 'orang', 'bayar', 'Rp', '.', '5000', ',', '-', ',', 'dikasih', 'uang', 'sesuai', 'orang', 'dikasih', 'karcis', '1', 'lembar', ',', ',', 'adu', 'argumen', 'deh', 'dikasih', 'karcis', 'sesuai', 'uang', 'dibayar', '.']",0
843,Bukit Jaddhih,"['Bagus', 'sih', '..', 'Tapii', '...', 'Untuk', 'masuk', '2', 'kali', 'penarikan', ',', '10k', 'parkir', 'ditagih', 'keamaan', '10k', ',', 'masuk', 'goa', 'ronte', '(', 'danau', ')', 'ditarik', 'mood', 'masuk', '(', 'bayar', '2', 'kali', ')']",1
844,Bukit Jaddhih,"['Lumayan', '...', 'sesuai', 'expetasi', '..', 'aire', 'kotor', '.']",0
845,Bukit Jaddhih,"['skala', '1', '10', '.', 'nilai', '7', '.lumayan', 'perbaikan', 'jalan', 'jalan', 'wisatanya', '.', 'toilet', 'kekurangannya', '...', 'semoga', 'dikedepannya', 'bagus']",1
846,Bukit Jaddhih,"['Tempat', 'bagus', '.', 'Luar', '.', 'Sayang', 'dikelola', '.', 'Jalan', 'buruk', ',', 'pungli', ',', 'jalur', 'aman', '.', 'Selain', 'pengelolaan', 'parkir', 'semrawut', '.', 'Ditambah', 'rambu', 'penunjuk', 'jalan', '.', 'Masalah', 'utama', 'spot', 'pengelolaan', 'keamanan', '.']",1
847,Bukit Jaddhih,"['Tempat', 'eksostis', 'direncanak', 'wisata', ',', 'kondisi', 'jalan', 'lokasi', 'perhatian', 'pemda', '.']",1
848,Bukit Jaddhih,"['Datang', 'kunjungi', 'laah', 'bukit', 'jaddih', 'bangkalan', 'madura', '.', 'Menawarkan', 'pemandangan', 'alam', 'indah', 'romantis', ',', 'cocok', 'biat', 'wisatawan', 'lokal', '…']",1
849,Bukit Jaddhih,"['Sudah', 'seindah', '.', 'Tapi', 'sekedar', 'foto', 'latar', 'bukit', 'kapur', '.']",1
850,Bukit Jaddhih,"['Tempat', 'wisata', 'pulau', 'madura', '.', 'Menawarkan', 'tebing', 'gunung', 'batu', 'bekas', 'penambangan', '.', 'Lokasinya', '1', 'jam', 'Suramadu', '.', 'Bisa', 'mampir', 'Kota', 'Bangkalan', '.', 'Tp', 'hati-hati', 'jalan', 'sempit', 'sepi', ',', 'sore', 'malam', '.', 'Siapkan', 'uang', 'receh', 'pungli']",0
851,Bukit Jaddhih,"['Ngeri', 'pungli', '.....', 'heran', 'stigma', 'negatif', 'area', 'pulau', 'hilang', '?', '.....', 'banya', 'orang', 'aji', 'mumpung', 'sungkan2', 'duit', '...', 'malu', 'pungli', '....', 'kayak', 'nolong', 'arahin', 'ujung2nya', 'duit', '....', 'dikelola', 'profesional', 'bagus', '...']",1
852,Bukit Jaddhih,"['tempatnya', 'ok.', 'kesini', 'gowes', 'bareng', 'teman', ',', 'harga', 'masuk', 'orang', 'sepeda', 'salah', '5000', 'rupiah', '.', 'nothing', 'special', '..', 'bekas', 'galian', 'kapur', 'jadikan', 'wisata', 'hehe', '.', 'jalur', 'sulit', 'Suramadu', '…']",1
853,Bukit Jaddhih,"['Tempat', 'wisata', 'sederhana', 'murah', 'meriah', '.', 'Terdapat', 'kolam', 'renang', 'anak', '.', 'Danaunya', 'bagus', 'dijadikan', 'spot', 'foto', '.', 'Persiapkan', 'payung/topi', 'sejenisnya', 'perlindungan', 'panas', 'matahari', 'berkunjung', 'siang', '.']",1
854,Bukit Jaddhih,"['Di', 'sarankan', 'pagi', 'sore', '.', 'Kalau', 'siang', 'panasnya', 'kebangetan']",1
855,Bukit Jaddhih,"['Daerah', 'perbukitan', 'kapur', 'aktivitas', 'penggalian/pomotongan', 'bahan', 'bangunan/batu', 'bata', ',', 'gamping', 'kapur', 'dinding', '.', 'Kontur', 'bukit', 'bekas', 'aktivitas', 'indah', ',', 'instagramable', '.', 'Bila', 'cuaca', 'panas', 'berdebu', ',', 'masker', 'sun', 'glasses', '.']",1
856,Bukit Jaddhih,"['Unt', 'suka', 'foto-foto', 'wajib', 'unt', 'dikunjungi']",1
857,Bukit Jaddhih,"['Tempat', 'indah', '..', 'sayangny', 'penuh', 'debu']",1
858,Bukit Jaddhih,"['Barusan', 'kesana', '.', 'Pas', 'masuk', 'sawah', 'sawah', 'suruh', 'bayar', '5k', 'masuk', 'bukitnya', '5k', 'entar', 'bayar', '5k', '..', 'total', '10k', 'permotor', '..', 'saran', 'pakai', 'jaket', ',', 'kacamata', ',', 'payung', ',', 'sepatu', 'tambang', 'panas', '..', 'Tapi', 'bagus', '..']",1
859,Bukit Jaddhih,"['Tempat', 'bagus', 'destinasi', 'wisata', 'berkembang', 'akses', 'tempatnya', 'diperbaiki', '.', 'Dan', 'semoga', 'ditambah', '-', 'fotonya', 'fasilitas-fasilitas', '…']",1
860,Bukit Jaddhih,"['Bukit', 'Jaddhih', 'Tahun', '2020', 'memprihatinkan', ',', 'kondisi', 'lingkungan', 'wisatanya', 'terkondisikan', ',', 'batu', 'gamping', 'retak-retak', 'menghawatirkan', 'wisatawan', 'berkunjung', ',', 'harapan', 'semoga', 'perhatian', '.']",0
861,Bukit Jaddhih,"['bagus', ',', 'spit', 'foto', ',', 'cuaca', 'terik', 'parkiran', 'mobil', ',', 'butuh', 'jalan']",1
862,Bukit Jaddhih,"['Sya', 'n', 'keluarga', 'liburan', 'kesini', '..', 'Indah', '.', 'Suatu', 'kesini', '..', 'Insyallah', '..', 'Madura', '.', 'Is', 'the', 'best']",1
863,Bukit Jaddhih,"['Banyak', 'tarikannya', 'beda', 'beda', 'malas', '..']",0
864,Bukit Jaddhih,"['Bukit', 'Jadih', 'lokasi', 'penambangan', 'batu', 'kapur', 'Desa', 'Jadih', 'Kecamatan', 'Socah', 'Kabupaten', 'Bangkalan', 'Pulau', 'Madura', '.', '…']",1
865,Bukit Jaddhih,"['Cocok', 'liburan']",1
866,Bukit Jaddhih,"['Kalau', 'lokasi', 'menghadapi', 'kepul', 'serpihan', 'batu', 'kapurnya', '.', 'Tidak', 'dianjurkan', 'pakai', 'mobil', 'sedan', '.', 'Harga', 'tiket', '23', 'September', '2018', ':', '1', 'mobil', '20000', 'rupiah', ',', 'perorang', '5000', 'rupiah', '.']",0
867,Bukit Jaddhih,"['Bagus', 'foto-foto', 'panasnya', 'ampyuuun', '..']",1
868,Bukit Jaddhih,"['Bekas', 'tambang', 'batu', 'kapur', 'dijadikan', 'obyek', 'wisata', 'eksotik']",1
869,Bukit Jaddhih,"['Mantan', 'sih', 'ininbagus', 'foto²']",1
870,Bukit Jaddhih,"['Semoga', 'banyaknya', 'berkomentar', 'menjadikan', 'wisata', 'madura', 'penduduk', 'lokalnya', 'bertambah', 'ramah', 'tamah', ',', '*', 'I', 'LIKE', 'MADURA', '*']",1
871,Bukit Jaddhih,"['Pemandangan', 'exotik', 'Asri', 'n', 'indah.cuman', 'dikelola', 'instansi', 'swasta', 'berpengalaman', '.', 'Supaya', 'semrawut', '.', 'Terutama', 'jalur', 'masuk', ',', 'retribusi', '.']",1
872,Bukit Jaddhih,"['Tenpat', 'rekreasi', 'sungguh', 'serasa', 'negeri', 'antah', 'berantah', '...', 'amazing', 'bukit', 'kapurnya', '...', 'ug', 'foto-foto', 'berenang', '..', 'jembatan', 'suramadu', '(', 'gratis', ')', 'relative', 'banget', 'surabaya', '.', 'So', 'tunggu', 'mas', 'bro', '...']",1
873,Bukit Jaddhih,"['Berpetualang', 'alam', 'raya', 'perjalanan', 'manusia', ',', 'dianoligikan', 'perjalanan', 'hidup', ',', 'petualangan', 'pesan', 'nyata', ',', 'perjuangan', ',', 'pengorbanan', 'hakikat', 'manusia', '…']",1
874,Bukit Jaddhih,"['Tempat', 'bagus', 'indah', ',', 'hawa', 'panas', 'siang', ',', 'topi', 'payung', '..']",1
875,Bukit Jaddhih,"['masyallah', 'allahu', 'akbar', 'bagus', 'panas', 'penyewaan', 'payung', ',', 'lupa', 'pakai', 'baju', 'tipis', 'cuaca', 'situ', 'lumayan', 'panas']",1
876,Bukit Jaddhih,"['Pas', 'destinasi', 'dituju', 'danau', 'birunya', 'kering', 'foto-foto', 'batuan', 'kapur', 'deh', '..', 'Byk', 'pungli', ',', 'kelola', 'baik.Sepanjang', 'masuk', 'madura', 'kanan', 'kiri', 'banget', 'makam.hihii', 'plus', 'cocok', 'cuaca', 'panasnya', 'madura😯', '…']",0
877,Bukit Jaddhih,"['Sebetulnya', 'pertambangan', 'AKTIF', '.', 'berbahaya', 'runtuh', ""''"", '.', 'Belum', 'fasilitas', 'dasar', 'wisata', 'toilet', ',', 'dll', '.', '…']",1
878,Bukit Jaddhih,"['masuk', 'lokasi', 'bayar', '3', 'kali', '😁', '…']",0
879,Bukit Jaddhih,"['Pemandangan', 'bagus', '.', 'Namun', 'waspada', 'permintaan', 'bayar', 'tiket', '``', 'sukarela', ""''"", '.', 'Berikan', '.', 'Karena', 'kalinya', 'tiket', 'resmi', '.', 'Tidak', 'mahal', 'layak', 'pemandangan', 'didapatkan', '.']",1
880,Bukit Jaddhih,"['Tgl', '29/11/2020', 'kesini', ',', 'lokasi', 'galian', 'kapur', '.', 'Masuk', 'bayar', 'seikhlas', ',', 'dikasih', '5', 'ribu', 'cemberut', 'mukanya', '.', 'Masuk', 'bayar', '20', 'ribu', '.', 'Di', 'parkir', 'mobil', '10', 'ribu', '.', 'Gk', 'jual', 'makanan', ',', 'haus', 'laper', 'kudu', 'bawa', 'rumah', '.', 'Gk', 'musholah', 'toilet', '.']",0
881,Bukit Jaddhih,"['bagus', 'foto-foto', '.', 'kesana', 'weekend', ',', 'rame', 'banget', ',', 'parkirnya', 'susah', '.', 'okelah', 'terbayar', 'pemandangannya']",1
882,Bukit Jaddhih,"['Tempatnya', 'bagus', ',', 'cocok', 'liburan', 'keluarga', '.', 'Hanya', 'disarankan', 'memakai', 'pakaian', 'tebal', 'cuaca', 'disana', 'panas', '.', 'Harga', 'tiket', 'masuk', 'terjangkau', 'dikenakan', 'perkepala', '.']",1
883,Bukit Jaddhih,"['Tempat', 'panas', 'berkunjung', 'siang', ',', 'tersedia', 'kedai', 'jajanan', 'minuman', '.', 'Banyak', 'spot', 'foto', 'anti', 'mainstream', 'pemandangan', 'menarik', 'sore', 'Sangat', 'menarik', 'orang', 'suka', 'foto', 'landscape']",0
884,Bukit Jaddhih,"['Saya', 'bintang', '2', 'wisata', 'pemandangan', 'alam', 'gunung', 'Kapur', 'pengelolaan', 'pemerintah', 'daerah', ',', 'berkesan', 'terjaga', ',', 'terawat', 'liar', ',', 'danau', 'indah', 'wisata', 'air', ',', 'kering', '…']",1
885,Bukit Jaddhih,"['Bagus', 'banget', 'prewed', '😍', '…']",1
886,Bukit Jaddhih,"['view', 'bagus', 'atap', 'peneduh', 'pengunjung', 'kepanasan', 'siang', ',', 'dibangun', 'pagar2', 'tangga', 'keselamatan']",1
887,Bukit Jaddhih,"['Buat', 'suka', 'eksis', 'medsos', 'dijadikan', 'background', 'foto', 'keren', '.', 'Karena', 'bukit', 'kapur', ',', 'pakai', 'sunblock', 'spf', ',', 'pakai', 'masker', ',', 'bawa', 'payung', 'at', 'least', 'pakai', 'topi', '.', 'anyway', '..', 'siap-siap', 'receh', 'titik', 'dimana', 'bayar', ""'retribusi"", ""'"", 'lokal', '.']",1
888,Bukit Jaddhih,"['Hati', '-', 'hati', 'kesana', ',', 'begal', '.', 'Kalo', 'kesana', 'rame', '-', 'rame', 'cowoknya', '.', '…']",0
889,Bukit Jaddhih,"['Bukit', 'jaddih', 'layak', 'destinasi', 'wisata', 'aksi', 'pungli', 'premanisme', 'disekitar', 'merajalela', 'SANGAT', 'PARAH', '.', 'wisata', 'jaddih', 'mending', 'pikir', 'ulang', 'kesana', 'setor', 'uang', 'gunanya', '.']",0
890,Bukit Jaddhih,"['Biasa', 'sih', '..', 'panas', 'banget', '.', 'Gk', 'apa-apa']",0
891,Bukit Jaddhih,"['Sementara', 'fasilitas', 'obyek', 'wisata', 'toilet', '..', 'Tapi', 'buktinya', 'bagus', 'keren']",1
892,Bukit Jaddhih,"['Bagus', 'tempatnya', 'ditagih', 'tiket', 'masuk', ',', '1', 'orang', '5rb', 'kali', 'Dan', 'wahana', 'goa', 'pote', 'airnya', 'kering', 'kayak', 'warna', 'biru', '…']",1
893,Bukit Jaddhih,"['Baru', 'masuk', 'ditarik', 'parkir', '20', 'ribu', ',', 'parkir', 'berempat', ',', 'diatas', 'ditarik', '20', 'ribu', 'parkir', ',', 'teman', 'mberitau', 'bayar', 'menyodorkan', 'tiketnya', 'dibayar', 'masuk', ',', 'orang', 'dibayar', '.', 'Masak', 'berhenti', 'disuruh', 'bayar', '👎👎👎👎', '…']",0
894,Bukit Jaddhih,"['Dekat', 'suramadu', ',', 'direkomendasikan', 'pagi', 'sore', '(', 'panas', ')', ',', 'disayangkan', 'akses', 'jalan', 'wisata', 'bergelombang', '.']",1
895,Bukit Jaddhih,"['Tebing', 'tebing', 'batu', 'kapur', 'keren', '.', 'Sepertinya', 'lokasi', 'bekas', 'pengambilan', 'batu', 'kapur', 'batu', 'bata', '.', 'Kalau', 'kesini', 'bawa', 'masker', 'kacamata', ',', 'cuacanya', 'panas', 'bayak', 'debu', '.', 'Dan', 'hati-hati', 'keatas', 'tebingnya', 'pagar', 'pembatas', '.']",1
896,Bukit Jaddhih,"['Sayang', 'tempatnya', 'indak', 'terawat']",1
897,Bukit Jaddhih,"['Bukit', 'Jaddih', 'bentukan', 'akibat', 'penambangan', 'kapur', 'putih', 'bertahun-tahun', 'membentuk', 'keelokan', 'tebing', 'raksasa', 'bentuk', 'eksotis', 'artistik', '.', '…']",1
898,Bukit Jaddhih,"['Bukit', 'kapur', 'lokasi', 'tambang', 'salah', 'sudut', 'kota', 'Bangkalan', 'salah', 'obyek', 'wisata', 'dadakan', '.', 'Dulu', 'spot', 'spot', 'bagus', 'dijadikan', 'back', 'ground', 'foto', ',', 'spot', 'spot', 'foto', 'hilang', 'akibat', 'efek', 'pertambangan', 'batu', 'kapur', '.']",1
899,Bukit Jaddhih,"['Tempatnya', 'asyik', 'suka', 'foto', ""''"", 'selfie', '.', 'Pemandangan', 'bagus', '.', 'Harga', 'tiket', 'masuknya', 'memberatkan', 'alias', 'murah', '.', 'Hehehe', '..', 'Cm', 'panas', ',', 'lupa', 'bawa', 'payung', 'topi', 'ya.😍😍😍', '…']",1
900,Bukit Jaddhih,"['Penambangan', 'batu', 'kapur', 'aktif', 'landscape', 'indah']",1
901,Bukit Jaddhih,"['panorama', 'alam', 'instagramable', ',', 'cocok', 'pagi', 'sore', 'cerah', ',', 'hujan', 'becek.masuk', 'jalan', 'raya', 'lumayan', '2-3km', ',', 'portal', 'karcil', '3/4', 'kali']",1
902,Bukit Jaddhih,"['siang', 'panas', 'tempatnya']",1
904,Bukit Jaddhih,"['kesini', 'kesan', ':', 'Keren', '!', '!', 'suka', 'berfoto', 'ria', '/', 'swafoto', ',', 'instagrammable', '…']",1
905,Bukit Jaddhih,"['Salah', 'wisata', 'bukit', 'kapur', 'penggaliannya', 'aktif', 'kabupaten', 'Bangkalan', 'daerah', 'Jaddih', '.', 'Tempat', 'wisata', 'berbenah', 'pembangunannya', '.', 'Terdapat', 'kolam', 'renang', 'anak-anak', 'area', 'danau', 'perahu', 'kayu', 'sekedar', 'mengelilinginya', '.']",1
906,Bukit Jaddhih,"['Tidak', 'instagram', ',', 'air', 'beewarna', 'hijau', 'tosca', 'berwarna', 'hijau', 'lumut', ',', 'jalan', 'masuknya', 'bergelombang', ',', 'info', 'hati-hati', 'membawa', 'motor', 'sore', 'bny', 'begal']",0
907,Bukit Jaddhih,"['Pemandangan', 'lumayan', 'bagus']",1
908,Bukit Jaddhih,"['Panas', 'anginnya', 'silir2']",1
909,Bukit Jaddhih,"['Wisata', 'bagus', 'bukit', 'kapur']",1
910,Bukit Jaddhih,"['Bekas', 'tambang', '..', 'penambangan', '3', 'alat', 'berat', '..', 'siapin', 'masker', '..', 'berdebu', '..', 'musim', 'panas', 'mending', 'paket', 'topi', 'n', 'tangan', 'poto-poto', '..', 'airnya', ',', ',', 'mending', 'beli', 'air', 'botol', 'jajan', 'warung', 'beli', 'es', '..', '..']",0
911,Bukit Jaddhih,"['Kalo', 'kali', 'kesini', 'maps', ""''"", 'Teliti', ',', ',', ',', 'akurat', '.', 'Tempatnya', 'masuk', 'perkampungan', ',', 'akses', 'jalan', 'pintu', 'masuk', 'madura', 'lokasi', 'bagus', ',', 'masuk', 'buktinya', 'rusak', 'tanah', 'kapur', '...']",1
912,Bukit Jaddhih,"['Hemh', '..', 'Sebenarnya', 'foto', 'bagus', '..', 'Hanya', '``', 'tagihan', ""''"", '.', 'Uang', 'parkir', '20.000', 'Uang', 'Masuk', '20.000', 'pindah', 'spot', '..', 'Dimintain', '..', 'Jadi']",1
913,Bukit Jaddhih,"['Tempat', 'buatan', 'tangan', 'manusia', 'hasil', 'sisa', 'tambang', 'batu', 'putih', 'habis', 'keruk', '.']",1
914,Bukit Jaddhih,"['Tempat', 'Liburan', 'lumayan', 'apik', 'Madura', '.', 'Dekat', 'Surabaya']",1
915,Bukit Jaddhih,"['danaunya', 'warna', 'coklat', ':', '(']",0
916,Bukit Jaddhih,"['Good', 'bagus', 'apik', 'mantap', '....', 'Tpi', 'sayang', 'danau', 'habis', 'air', ',', 'minum', '...', 'Msuk', 'cuman', 'bayar', 'parkir', '...', '…']",1
917,Bukit Jaddhih,"['saran', 'bawa', 'motor', 'kesini', ',', 'mobil', 'mending', 'bawa', 'mobil', '.', 'aksesnya', 'rawan', 'begal', '.', 'kejadian', '.', 'spot', 'bagus', 'cocok', 'foto', 'foto', '.', 'bawa', 'payung', 'jaket', ',', 'panassss', 'coy', ',', 'belang', 'disana']",1
918,Bukit Jaddhih,"['Terbengkalai', 'kelola', 'warga', '1.byr', '10', 'RB', 'iuran', 'warga', '2', '.', 'Byr', 'masuk', 'area', '20', '…']",0
919,Bukit Jaddhih,"['Seperti', 'menemukan', 'hidden', 'treasure', '.', 'Datang', 'sunset', ',', 'bilang', 'tutup', 'jam', '5', 'sore', ',', ',', 'buka', 'pemandangan', 'sunset', 'disana', 'keren']",1
920,Bukit Jaddhih,"['spot', 'foto-fotonya', 'sih', ',', 'tiket', 'masuknya', 'mahal2', 'banget', ',', 'panasnya', 'menahan', 'wkwk', '.', 'recomen', 'kesini', ',', 'libur', 'long', 'weekend', 'panas', 'wkwk']",0
921,Bukit Jaddhih,"['Wisata', 'menyenangkan', ',', 'batu', 'kapur', 'sulap', 'tangan2', 'trampil👍👍👍', '…']",1
922,Bukit Jaddhih,"['Tempat', 'selfi', 'bagus']",1
923,Bukit Jaddhih,"['Untuk', 'panorama', 'akses', 'bagus', ',', 'sayang', 'terkelola', ',', 'alat', 'fasilitas', 'keamanan', 'keselamatan', 'pengunjung', '.', 'Semoga', ',', 'dikelola', 'profesional', 'mengutamakan', 'keselamatan', 'pengunjung', '.', 'Trimksh', '.']",1
924,Bukit Jaddhih,"['Wisata', 'pulau', 'madura', ',', 'tepatnya', 'Kabupaten', 'Bangkalan', '...', 'Merupakan', 'penambangan', 'batu', 'kapur', 'eksotis', ',', 'cekungan', 'terisi', 'air', 'membentuk', 'danau', 'berwarna', 'hijau', '...', 'Tempat', 'wisata', 'murah meriah', ',', '…']",1
925,Bukit Jaddhih,"['Tempat', 'bagus', '.', 'Tapi', 'panaaasss']",1
926,Bukit Jaddhih,"['Tempat', 'destinasi', 'pariwisata', 'dkelola', 'secata', 'profesional']",1
927,Bukit Jaddhih,"['Tempatnya', 'bagus', 'banget']",1
928,Bukit Jaddhih,"['wisata', 'alam', 'alami', '.', 'pemandangan', 'gunung', 'kapur', 'eksotik', 'memanjakan', 'mata', '.', 'puncak', 'telihat', 'hamparan', 'bukit', 'teletubbis', '.', 'hijauuu', '...', 'serasa', 'menyentuh', 'awan']",1
929,Bukit Jaddhih,"['Enak', ',', 'nyaman', ',', 'cuman', 'hati-hati', 'menarik', 'htm', 'pos', 'pembayaran', '.', 'Kemaren', 'kena', 'pungli', ',', 'htm', 'doang', 'habis', '50rb']",0
930,Bukit Jaddhih,"['Tempatnya', 'bagus', 'banget', ',', 'kayak', 'madura', '.', 'Ini', 'bukitnya', 'kapur', 'warna', 'putih', ',', 'danaunya', 'hijauu', 'bagus', 'sampannya', 'sekedar', 'foto', 'danaunya', '.', 'Ada', 'goa', ',', 'pemandian', 'airpanas', '.', 'Enak', 'efektif', 'holiday', ',', 'sepi', 'menikmati', 'pemandangannya']",1
931,Bukit Jaddhih,"['+', ')', 'Anda', 'menjumpai', 'bekas', 'tambang', 'batu', 'kapur', 'dijadikan', 'wisata', 'goa', ',', 'kolam', ',', 'dll', '.', 'bagus', 'sekedar', 'mencari', 'wisata', 'alam', 'beda', 'mengisi', 'libur', 'Anda', '…']",1
932,Bukit Jaddhih,"['Bagus', '.....', 'Dan', 'menyenangkan']",1
933,Bukit Jaddhih,"['Very', 'recommended', 'place', 'be', 'visited', '.', 'Tempatnya', 'bagus', 'foto-foto', 'cuacanya', 'panas', 'terik', 'disarankan', 'membawa', 'kacamata', 'hitam', '.', 'Tempat', 'parkirnya', 'luas', '.', 'Terdapat', 'penjual', 'minuman', 'menghilangkan', 'dahaga', 'panas', 'terik', '.', 'Setiap', 'spot', 'Jaddih', 'Hill', 'indah', '.']",1
934,Bukit Jaddhih,"['Area', 'tambang', 'batu', 'kapur', 'aktif', 'truk-truk', 'lalang', 'pengunjung', 'ekstra', 'hati-hati', 'mengendarai', 'kendaraan', 'bukit', '.', 'Disarankan', 'membawa', 'masker', 'topi', 'debu', 'kapur', 'berterbangan']",0
935,Bukit Jaddhih,"['recomended', ',', 'punglinya', ',', 'sampah', 'terawat', 'mohon', 'maaf', 'jujur', ',', 'kasihan', 'jauh2', 'kecewa']",0
936,Bukit Jaddhih,"['Cantik', 'bukit']",1
937,Bukit Jaddhih,"['Pemandangan', 'bukit', 'kapur', 'Indah', '..', 'Buat', 'foto-foto', 'Bagus', '..', 'Pemandangan', 'alami', '..', 'Jarak', 'tempuh', 'Surabaya', '..', 'Kalo', 'berlibur', 'disana', 'harap', 'bawa', 'payung', 'apalah', 'panas', '...', 'Semoga', '…']",1
938,Bukit Jaddhih,"['Tempatnya', 'lumayan', 'panas', ',', 'cepat', 'teratasi', 'mampir', 'kolam', 'renang', 'area', 'Bukit', 'Jadih', '..', 'murah', 'tiketnya', '...', 'pemandangan', 'lumayan', 'bagus', ',', 'penataan', '...', 'hati-hati', 'truk', 'pengangkut', 'batu', 'kapur', ',', 'kesana', '..', '…']",1
939,Bukit Jaddhih,"['Medannya', 'off-road', 'dikit', 'alhamdulilah', 'Grandmax', 'diajak', 'kompromi', ',', 'tempatnya', 'panas', 'maklum', 'bukit', 'kapur', ',', 'tanah', 'suci🤣😁kalau', 'tanah', 'suci', 'alangkah', 'baiknya', 'coba', 'dilanjutkan', 'Mekah', '…']",1
940,Bukit Jaddhih,"['Tempatnya', 'bagus', ',', 'sayang', 'pungutan', ',', 'masuk', 'karcis', '(', 'dihitung', 'perorang', ')', 'poto', 'spot', 'bagus', 'bayar']",1
941,Bukit Jaddhih,"['Tidak', 'disarankan', 'googlemap', 'mengambil', 'titik', ',', 'pindahkan', 'titik', 'point', 'LAKE', 'BLUE', 'HILL', 'JADDIH', 'PEMANDIAN', 'KOLAM', 'RENANG', 'GUA', 'PUTE', '.', 'Di', 'titik', 'akses', 'jalan', 'sulit', 'mobil', 'orang', '(', 'memaksa', 'preman', ')', 'menarik', 'biaya', '5rb-30rb', 'dibeberapa', 'titik', 'jalan', '..', '-_-']",1
942,Bukit Jaddhih,"['Bukit', 'Jaddih', 'Madura', 'lengkapnya', 'dikenal', 'Bukit', 'Kapur', 'Jaddih', ',', 'orang', 'suka', 'menyebutnya', 'Bukit', 'Jaddih', '.', 'Bukit', 'penambangan', 'batu', 'kapur', 'putih', ',', 'tujuan', '…']",1
