ulasan,label,tokens,normalized,stem,token_finish
air terjun yang indah,1,"['air', 'terjun', 'yang', 'indah']","['terjun', 'yang', 'indah']","['terjun', 'yang', 'indah']","['terjun', 'indah']"
cantiknya,1,['cantiknya'],['cantiknya'],['cantik'],['cantik']
air yang indah jatuh di pantai,1,"['air', 'yang', 'indah', 'jatuh', 'di', 'pantai']","['yang', 'indah', 'jatuh', 'pantai']","['yang', 'indah', 'jatuh', 'pantai']","['indah', 'jatuh', 'pantai']"
memiliki pemandangan yang bagus untuk menghilangkan stres terutama saat matahari terbenam,1,"['memiliki', 'pemandangan', 'yang', 'bagus', 'untuk', 'menghilangkan', 'stres', 'terutama', 'saat', 'matahari', 'terbenam']","['memiliki', 'pemandangan', 'yang', 'bagus', 'untuk', 'menghilangkan', 'stres', 'terutama', 'saat', 'matahari', 'terbenam']","['milik', 'pandang', 'yang', 'bagus', 'untuk', 'hilang', 'stres', 'utama', 'saat', 'matahari', 'benam']","['milik', 'pandang', 'bagus', 'hilang', 'stres', 'utama', 'matahari', 'benam']"
pemandangan indah,1,"['pemandangan', 'indah']","['pemandangan', 'indah']","['pandang', 'indah']","['pandang', 'indah']"
tempat yang bagus untuk dikunjungi sangat direkomendasikan,1,"['tempat', 'yang', 'bagus', 'untuk', 'dikunjungi', 'sangat', 'direkomendasikan']","['tempat', 'yang', 'bagus', 'untuk', 'dikunjungi', 'sangat', 'direkomendasikan']","['tempat', 'yang', 'bagus', 'untuk', 'kunjung', 'sangat', 'rekomendasi']","['bagus', 'kunjung', 'rekomendasi']"
tempat yang cukup bagus tetapi perlu lebih banyak perbaikan,0,"['tempat', 'yang', 'cukup', 'bagus', 'tetapi', 'perlu', 'lebih', 'banyak', 'perbaikan']","['tempat', 'yang', 'cukup', 'bagus', 'tetapi', 'perlu', 'lebih', 'banyak', 'perbaikan']","['tempat', 'yang', 'cukup', 'bagus', 'tetapi', 'perlu', 'lebih', 'banyak', 'baik']",['bagus']
pantai penuh yang indah dan menakjubkan,1,"['pantai', 'penuh', 'yang', 'indah', 'dan', 'menakjubkan']","['pantai', 'penuh', 'yang', 'indah', 'menakjubkan']","['pantai', 'penuh', 'yang', 'indah', 'takjub']","['pantai', 'penuh', 'indah', 'takjub']"
tempat yang sejuk dan indah untuk dikunjungi,1,"['tempat', 'yang', 'sejuk', 'dan', 'indah', 'untuk', 'dikunjungi']","['tempat', 'yang', 'sejuk', 'indah', 'untuk', 'dikunjungi']","['tempat', 'yang', 'sejuk', 'indah', 'untuk', 'kunjung']","['sejuk', 'indah', 'kunjung']"
bagus dan sangat bagus ,1,"['bagus', 'dan', 'sangat', 'bagus']","['bagus', 'sangat', 'bagus']","['bagus', 'sangat', 'bagus']","['bagus', 'bagus']"
tempat yang sangat indah,1,"['tempat', 'yang', 'sangat', 'indah']","['tempat', 'yang', 'sangat', 'indah']","['tempat', 'yang', 'sangat', 'indah']",['indah']
air terjunnya biasa aja cuma letaknya langsung jatuh ke pantai itu yang bikin banyak orang penasarantempat untuk makan dan minumtoilet sudah ada tapi untuk mushola ada sih tapi bentuknya seperti gardu jagamestinya mushollanya dibuat jauh lebih baik agar waktu beribadah lebih nyaman,0,"['air', 'terjunnya', 'biasa', 'aja', 'cuma', 'letaknya', 'langsung', 'jatuh', 'ke', 'pantai', 'itu', 'yang', 'bikin', 'banyak', 'orang', 'penasarantempat', 'untuk', 'makan', 'dan', 'minumtoilet', 'sudah', 'ada', 'tapi', 'untuk', 'mushola', 'ada', 'sih', 'tapi', 'bentuknya', 'seperti', 'gardu', 'jagamestinya', 'mushollanya', 'dibuat', 'jauh', 'lebih', 'baik', 'agar', 'waktu', 'beribadah', 'lebih', 'nyaman']","['terjunnya', 'biasa', 'saja', 'cuma', 'letaknya', 'langsung', 'jatuh', 'pantai', 'yang', 'bikin', 'banyak', 'orang', 'penasarantempat', 'untuk', 'makan', 'minumtoilet', 'sudah', 'tapi', 'untuk', 'mushola', 'tapi', 'bentuknya', 'seperti', 'gardu', 'jagamestinya', 'mushollanya', 'dibuat', 'jauh', 'lebih', 'baik', 'agar', 'waktu', 'beribadah', 'lebih', 'nyaman']","['terjun', 'biasa', 'saja', 'cuma', 'letak', 'langsung', 'jatuh', 'pantai', 'yang', 'bikin', 'banyak', 'orang', 'penasarantempat', 'untuk', 'makan', 'minumtoilet', 'sudah', 'tapi', 'untuk', 'mushola', 'tapi', 'bentuk', 'seperti', 'gardu', 'jagamestinya', 'mushollanya', 'buat', 'jauh', 'lebih', 'baik', 'agar', 'waktu', 'ibadah', 'lebih', 'nyaman']","['terjun', 'letak', 'langsung', 'jatuh', 'pantai', 'bikin', 'orang', 'penasarantempat', 'makan', 'minumtoilet', 'mushola', 'bentuk', 'gardu', 'jagamestinya', 'mushollanya', 'ibadah', 'nyaman']"
entah berapa kali mengunjungi pulau madura keliling melipir jalur pantura dan mengexplore obyek wisatanya mengexplore dari bangkalan hingga sumenep pulau ini selalu jadi jujukan saat kawankawan luar jawa datang dan ingin merasakan ,1,"['entah', 'berapa', 'kali', 'mengunjungi', 'pulau', 'madura', 'keliling', 'melipir', 'jalur', 'pantura', 'dan', 'mengexplore', 'obyek', 'wisatanya', 'mengexplore', 'dari', 'bangkalan', 'hingga', 'sumenep', 'pulau', 'ini', 'selalu', 'jadi', 'jujukan', 'saat', 'kawankawan', 'luar', 'jawa', 'datang', 'dan', 'ingin', 'merasakan']","['entah', 'berapa', 'kali', 'mengunjungi', 'pulau', 'madura', 'keliling', 'melipir', 'jalur', 'pantura', 'mengexplore', 'obyek', 'wisatanya', 'mengexplore', 'dari', 'bangkalan', 'hingga', 'sumenep', 'pulau', 'selalu', 'jadi', 'jujukan', 'saat', 'kawankawan', 'luar', 'jawa', 'datang', 'ingin', 'merasakan']","['entah', 'berapa', 'kali', 'unjung', 'pulau', 'madura', 'keliling', 'melipir', 'jalur', 'pantura', 'mengexplore', 'obyek', 'wisata', 'mengexplore', 'dari', 'bangkal', 'hingga', 'sumenep', 'pulau', 'selalu', 'jadi', 'juju', 'saat', 'kawankawan', 'luar', 'jawa', 'datang', 'ingin', 'rasa']","['kali', 'unjung', 'pulau', 'madura', 'keliling', 'melipir', 'jalur', 'pantura', 'mengexplore', 'obyek', 'wisata', 'mengexplore', 'bangkal', 'sumenep', 'pulau', 'juju', 'kawankawan', 'jawa']"
air terjun yang menarik di daerah sampang airnya yang segar bisa digunakan untuk mandi mungkin ya nyaman untuk wisata tapi kurangnya tempat duduk yang minim,0,"['air', 'terjun', 'yang', 'menarik', 'di', 'daerah', 'sampang', 'airnya', 'yang', 'segar', 'bisa', 'digunakan', 'untuk', 'mandi', 'mungkin', 'ya', 'nyaman', 'untuk', 'wisata', 'tapi', 'kurangnya', 'tempat', 'duduk', 'yang', 'minim']","['terjun', 'yang', 'menarik', 'daerah', 'sampang', 'airnya', 'yang', 'segar', 'bisa', 'digunakan', 'untuk', 'mandi', 'mungkin', 'nyaman', 'untuk', 'wisata', 'tapi', 'kurangnya', 'tempat', 'duduk', 'yang', 'minim']","['terjun', 'yang', 'tarik', 'daerah', 'sampang', 'air', 'yang', 'segar', 'bisa', 'guna', 'untuk', 'mandi', 'mungkin', 'nyaman', 'untuk', 'wisata', 'tapi', 'kurang', 'tempat', 'duduk', 'yang', 'minim']","['terjun', 'tarik', 'daerah', 'sampang', 'air', 'segar', 'mandi', 'nyaman', 'wisata', 'duduk', 'minim']"
tempat ini salah satu andalan destinasi wisata yang ada di kab sampang pemandangannya sangat unik ditengah laut kita bisa sekaligus melihat air terjun dari sungai yang ada di kec sakobanah,1,"['tempat', 'ini', 'salah', 'satu', 'andalan', 'destinasi', 'wisata', 'yang', 'ada', 'di', 'kab', 'sampang', 'pemandangannya', 'sangat', 'unik', 'ditengah', 'laut', 'kita', 'bisa', 'sekaligus', 'melihat', 'air', 'terjun', 'dari', 'sungai', 'yang', 'ada', 'di', 'kec', 'sakobanah']","['tempat', 'salah', 'satu', 'andalan', 'destinasi', 'wisata', 'yang', 'sampang', 'pemandangannya', 'sangat', 'unik', 'ditengah', 'laut', 'kita', 'bisa', 'sekaligus', 'melihat', 'terjun', 'dari', 'sungai', 'yang', 'sakobanah']","['tempat', 'salah', 'satu', 'andal', 'destinasi', 'wisata', 'yang', 'sampang', 'pandang', 'sangat', 'unik', 'tengah', 'laut', 'kita', 'bisa', 'sekaligus', 'lihat', 'terjun', 'dari', 'sungai', 'yang', 'sakobanah']","['salah', 'andal', 'destinasi', 'wisata', 'sampang', 'pandang', 'unik', 'laut', 'lihat', 'terjun', 'sungai', 'sakobanah']"
pertama kali kesini panas sih tapi terbayarkan sama air terjun yang menghadap laut lepas,1,"['pertama', 'kali', 'kesini', 'panas', 'sih', 'tapi', 'terbayarkan', 'sama', 'air', 'terjun', 'yang', 'menghadap', 'laut', 'lepas']","['pertama', 'kali', 'kesini', 'panas', 'tapi', 'terbayarkan', 'sama', 'terjun', 'yang', 'menghadap', 'laut', 'lepas']","['pertama', 'kali', 'kesini', 'panas', 'tapi', 'bayar', 'sama', 'terjun', 'yang', 'hadap', 'laut', 'lepas']","['kali', 'kesini', 'panas', 'bayar', 'terjun', 'hadap', 'laut', 'lepas']"
kesini waktu air keruh dan musim hujan kalau volume airnya naik sangat menakutkan,0,"['kesini', 'waktu', 'air', 'keruh', 'dan', 'musim', 'hujan', 'kalau', 'volume', 'airnya', 'naik', 'sangat', 'menakutkan']","['kesini', 'waktu', 'keruh', 'musim', 'hujan', 'kalau', 'volume', 'airnya', 'naik', 'sangat', 'menakutkan']","['kesini', 'waktu', 'keruh', 'musim', 'hujan', 'kalau', 'volume', 'air', 'naik', 'sangat', 'takut']","['kesini', 'keruh', 'musim', 'hujan', 'volume', 'air', 'takut']"
lokasix dipinggir jalan jd gampang dicarinya bs jd tempat singgah bentar menikmati suasana air terjun yang jatuh ditepi pantai,1,"['lokasix', 'dipinggir', 'jalan', 'jd', 'gampang', 'dicarinya', 'bs', 'jd', 'tempat', 'singgah', 'bentar', 'menikmati', 'suasana', 'air', 'terjun', 'yang', 'jatuh', 'ditepi', 'pantai']","['lokasix', 'dipinggir', 'jalan', 'jadi', 'gampang', 'dicarinya', 'bisa', 'jadi', 'tempat', 'singgah', 'bentar', 'menikmati', 'suasana', 'terjun', 'yang', 'jatuh', 'ditepi', 'pantai']","['lokasix', 'pinggir', 'jalan', 'jadi', 'gampang', 'cari', 'bisa', 'jadi', 'tempat', 'singgah', 'bentar', 'nikmat', 'suasana', 'terjun', 'yang', 'jatuh', 'tepi', 'pantai']","['lokasix', 'pinggir', 'jalan', 'gampang', 'cari', 'singgah', 'bentar', 'nikmat', 'suasana', 'terjun', 'jatuh', 'tepi', 'pantai']"
kalau kesini pas musim kemarau saja biar tidak licin,0,"['kalau', 'kesini', 'pas', 'musim', 'kemarau', 'saja', 'biar', 'tidak', 'licin']","['kalau', 'kesini', 'musim', 'kemarau', 'saja', 'biar', 'tidak', 'licin']","['kalau', 'kesini', 'musim', 'kemarau', 'saja', 'biar', 'tidak', 'licin']","['kesini', 'musim', 'kemarau', 'biar', 'licin']"
air terjun yang langsung turun ke laut luas,1,"['air', 'terjun', 'yang', 'langsung', 'turun', 'ke', 'laut', 'luas']","['terjun', 'yang', 'langsung', 'turun', 'laut', 'luas']","['terjun', 'yang', 'langsung', 'turun', 'laut', 'luas']","['terjun', 'langsung', 'turun', 'laut', 'luas']"
potensial untuk dikembangkan eksotik kpd pengelola tingkatkan kebersihan,0,"['potensial', 'untuk', 'dikembangkan', 'eksotik', 'kpd', 'pengelola', 'tingkatkan', 'kebersihan']","['potensial', 'untuk', 'dikembangkan', 'eksotik', 'kepada', 'pengelola', 'tingkatkan', 'kebersihan']","['potensial', 'untuk', 'kembang', 'eksotik', 'kepada', 'kelola', 'tingkat', 'bersih']","['potensial', 'kembang', 'eksotik', 'kelola', 'tingkat', 'bersih']"
air terjun yang cukup unik karena air langsung jatuh ke pantai sayangnya akses disini bisa dibilang masih kurang papan lokasi juga kurang memadai jadi beberapa kali harus tanyatanya ke warga sekitar jalur masuk cukup nyelempit ,0,"['air', 'terjun', 'yang', 'cukup', 'unik', 'karena', 'air', 'langsung', 'jatuh', 'ke', 'pantai', 'sayangnya', 'akses', 'disini', 'bisa', 'dibilang', 'masih', 'kurang', 'papan', 'lokasi', 'juga', 'kurang', 'memadai', 'jadi', 'beberapa', 'kali', 'harus', 'tanyatanya', 'ke', 'warga', 'sekitar', 'jalur', 'masuk', 'cukup', 'nyelempit']","['terjun', 'yang', 'cukup', 'unik', 'karena', 'langsung', 'jatuh', 'pantai', 'sayangnya', 'akses', 'disini', 'bisa', 'dibilang', 'masih', 'kurang', 'papan', 'lokasi', 'juga', 'kurang', 'memadai', 'jadi', 'beberapa', 'kali', 'harus', 'tanyatanya', 'warga', 'sekitar', 'jalur', 'masuk', 'cukup', 'nyelempit']","['terjun', 'yang', 'cukup', 'unik', 'karena', 'langsung', 'jatuh', 'pantai', 'sayang', 'akses', 'sini', 'bisa', 'bilang', 'masih', 'kurang', 'papan', 'lokasi', 'juga', 'kurang', 'pada', 'jadi', 'beberapa', 'kali', 'harus', 'tanyatanya', 'warga', 'sekitar', 'jalur', 'masuk', 'cukup', 'nyelempit']","['terjun', 'unik', 'langsung', 'jatuh', 'pantai', 'sayang', 'akses', 'bilang', 'papan', 'lokasi', 'kali', 'tanyatanya', 'warga', 'jalur', 'masuk', 'nyelempit']"
baguuussayang gak bs buat main,0,"['baguuussayang', 'gak', 'bs', 'buat', 'main']","['baguuussayang', 'enggak', 'bisa', 'buat', 'main']","['baguuussayang', 'enggak', 'bisa', 'buat', 'main']","['baguuussayang', 'main']"
ajibbbbpantai dgn air terjun,1,"['ajibbbbpantai', 'dgn', 'air', 'terjun']","['ajibbbbpantai', 'dengan', 'terjun']","['ajibbbbpantai', 'dengan', 'terjun']","['ajibbbbpantai', 'terjun']"
good place untuk liburan family yah recommended buat wisata yang satu ini,1,"['good', 'place', 'untuk', 'liburan', 'family', 'yah', 'recommended', 'buat', 'wisata', 'yang', 'satu', 'ini']","['good', 'place', 'untuk', 'liburan', 'family', 'recommended', 'buat', 'wisata', 'yang', 'satu']","['good', 'place', 'untuk', 'libur', 'family', 'recommended', 'buat', 'wisata', 'yang', 'satu']","['good', 'place', 'libur', 'family', 'recommended', 'wisata']"
sunset nya yang menawan sangat dinantikan lokasinya yang dekat dengan jalan raya memudahkan kita untuk menjangkaunya kurang lebih km dari jembatan suramadu jadi persiapan perbekalan dan fisik karena perjalanan yang cukup lama waktu ,1,"['sunset', 'nya', 'yang', 'menawan', 'sangat', 'dinantikan', 'lokasinya', 'yang', 'dekat', 'dengan', 'jalan', 'raya', 'memudahkan', 'kita', 'untuk', 'menjangkaunya', 'kurang', 'lebih', 'km', 'dari', 'jembatan', 'suramadu', 'jadi', 'persiapan', 'perbekalan', 'dan', 'fisik', 'karena', 'perjalanan', 'yang', 'cukup', 'lama', 'waktu']","['sunset', 'yang', 'menawan', 'sangat', 'dinantikan', 'lokasinya', 'yang', 'dekat', 'dengan', 'jalan', 'raya', 'memudahkan', 'kita', 'untuk', 'menjangkaunya', 'kurang', 'lebih', 'kamu', 'dari', 'jembatan', 'suramadu', 'jadi', 'persiapan', 'perbekalan', 'fisik', 'karena', 'perjalanan', 'yang', 'cukup', 'lama', 'waktu']","['sunset', 'yang', 'tawan', 'sangat', 'nanti', 'lokasi', 'yang', 'dekat', 'dengan', 'jalan', 'raya', 'mudah', 'kita', 'untuk', 'jangkau', 'kurang', 'lebih', 'kamu', 'dari', 'jembatan', 'suramadu', 'jadi', 'siap', 'bekal', 'fisik', 'karena', 'jalan', 'yang', 'cukup', 'lama', 'waktu']","['sunset', 'tawan', 'lokasi', 'jalan', 'raya', 'mudah', 'jangkau', 'jembatan', 'suramadu', 'bekal', 'fisik', 'jalan']"
pemandangan pantai yang berpadu dengan air terjun,1,"['pemandangan', 'pantai', 'yang', 'berpadu', 'dengan', 'air', 'terjun']","['pemandangan', 'pantai', 'yang', 'berpadu', 'dengan', 'terjun']","['pandang', 'pantai', 'yang', 'padu', 'dengan', 'terjun']","['pandang', 'pantai', 'padu', 'terjun']"
karen air terjun langsung nyatu dengan laut,1,"['karen', 'air', 'terjun', 'langsung', 'nyatu', 'dengan', 'laut']","['karen', 'terjun', 'langsung', 'nyatu', 'dengan', 'laut']","['karen', 'terjun', 'langsung', 'nyatu', 'dengan', 'laut']","['karen', 'terjun', 'langsung', 'nyatu', 'laut']"
harga masuk akal ikan kerapunya enak,1,"['harga', 'masuk', 'akal', 'ikan', 'kerapunya', 'enak']","['harga', 'masuk', 'akal', 'ikan', 'kerapunya', 'enak']","['harga', 'masuk', 'akal', 'ikan', 'kerapu', 'enak']","['harga', 'masuk', 'akal', 'ikan', 'kerapu', 'enak']"
berada di jalur utara pulau madura air terjun ini terbentuk dari saluran irigasi sawah warga jadi tidak di sarankan untuk bermain air di bawah air terjunwaktu paling baik untuk ke air terjun ini adalah menjelang matahari terbenam karena ,1,"['berada', 'di', 'jalur', 'utara', 'pulau', 'madura', 'air', 'terjun', 'ini', 'terbentuk', 'dari', 'saluran', 'irigasi', 'sawah', 'warga', 'jadi', 'tidak', 'di', 'sarankan', 'untuk', 'bermain', 'air', 'di', 'bawah', 'air', 'terjunwaktu', 'paling', 'baik', 'untuk', 'ke', 'air', 'terjun', 'ini', 'adalah', 'menjelang', 'matahari', 'terbenam', 'karena']","['berada', 'jalur', 'utara', 'pulau', 'madura', 'terjun', 'terbentuk', 'dari', 'saluran', 'irigasi', 'sawah', 'warga', 'jadi', 'tidak', 'sarankan', 'untuk', 'bermain', 'bawah', 'terjunwaktu', 'paling', 'baik', 'untuk', 'terjun', 'adalah', 'menjelang', 'matahari', 'terbenam', 'karena']","['ada', 'jalur', 'utara', 'pulau', 'madura', 'terjun', 'bentuk', 'dari', 'salur', 'irigasi', 'sawah', 'warga', 'jadi', 'tidak', 'saran', 'untuk', 'main', 'bawah', 'terjunwaktu', 'paling', 'baik', 'untuk', 'terjun', 'adalah', 'jelang', 'matahari', 'benam', 'karena']","['jalur', 'utara', 'pulau', 'madura', 'terjun', 'bentuk', 'salur', 'irigasi', 'sawah', 'warga', 'saran', 'main', 'terjunwaktu', 'terjun', 'jelang', 'matahari', 'benam']"
satu satu air terjun yang ada di sampang madura bagian udara air terjun ini langsung bermuara ke laut sebut saja laut jawa tinggi air terjun ini mungkin sekitar  meter diatas permukaan air laut airny terlihat biru kehijauan tetapi ,1,"['satu', 'satu', 'air', 'terjun', 'yang', 'ada', 'di', 'sampang', 'madura', 'bagian', 'udara', 'air', 'terjun', 'ini', 'langsung', 'bermuara', 'ke', 'laut', 'sebut', 'saja', 'laut', 'jawa', 'tinggi', 'air', 'terjun', 'ini', 'mungkin', 'sekitar', 'meter', 'diatas', 'permukaan', 'air', 'laut', 'airny', 'terlihat', 'biru', 'kehijauan', 'tetapi']","['satu', 'satu', 'terjun', 'yang', 'sampang', 'madura', 'bagian', 'udara', 'terjun', 'langsung', 'bermuara', 'laut', 'sebut', 'saja', 'laut', 'jawa', 'tinggi', 'terjun', 'mungkin', 'sekitar', 'meter', 'diatas', 'permukaan', 'laut', 'airny', 'terlihat', 'biru', 'kehijauan', 'tetapi']","['satu', 'satu', 'terjun', 'yang', 'sampang', 'madura', 'bagi', 'udara', 'terjun', 'langsung', 'muara', 'laut', 'sebut', 'saja', 'laut', 'jawa', 'tinggi', 'terjun', 'mungkin', 'sekitar', 'meter', 'atas', 'muka', 'laut', 'airny', 'lihat', 'biru', 'hijau', 'tetapi']","['terjun', 'sampang', 'madura', 'udara', 'terjun', 'langsung', 'muara', 'laut', 'laut', 'jawa', 'terjun', 'meter', 'muka', 'laut', 'airny', 'lihat', 'biru', 'hijau']"
tempat yg cocok untuk bercengkrama dan kuliner bersama keluarga,1,"['tempat', 'yg', 'cocok', 'untuk', 'bercengkrama', 'dan', 'kuliner', 'bersama', 'keluarga']","['tempat', 'yang', 'cocok', 'untuk', 'bercengkrama', 'kuliner', 'bersama', 'keluarga']","['tempat', 'yang', 'cocok', 'untuk', 'bercengkrama', 'kuliner', 'sama', 'keluarga']","['cocok', 'bercengkrama', 'kuliner', 'keluarga']"
wisata air terjun yg jatohnya lngsung ke pantai jdi kita bisa dpet  wisata sekaligus waterfall dan pantai parkir mobil  rbu tanpa karcis masuk inget tanpa krcis masuk,1,"['wisata', 'air', 'terjun', 'yg', 'jatohnya', 'lngsung', 'ke', 'pantai', 'jdi', 'kita', 'bisa', 'dpet', 'wisata', 'sekaligus', 'waterfall', 'dan', 'pantai', 'parkir', 'mobil', 'rbu', 'tanpa', 'karcis', 'masuk', 'inget', 'tanpa', 'krcis', 'masuk']","['wisata', 'terjun', 'yang', 'jatohnya', 'langsung', 'pantai', 'jadi', 'kita', 'bisa', 'dpet', 'wisata', 'sekaligus', 'waterfall', 'pantai', 'parkir', 'mobil', 'tanpa', 'karcis', 'masuk', 'ingat', 'tanpa', 'krcis', 'masuk']","['wisata', 'terjun', 'yang', 'jatohnya', 'langsung', 'pantai', 'jadi', 'kita', 'bisa', 'dpet', 'wisata', 'sekaligus', 'waterfall', 'pantai', 'parkir', 'mobil', 'tanpa', 'karcis', 'masuk', 'ingat', 'tanpa', 'krcis', 'masuk']","['wisata', 'terjun', 'jatohnya', 'langsung', 'pantai', 'dpet', 'wisata', 'waterfall', 'pantai', 'parkir', 'mobil', 'karcis', 'masuk', 'krcis', 'masuk']"
baguuss bangett asliiik ky poto kalender kalo pake background air terjun inii air terjun di samping lautt masuknya gratis ada tempat makan ada bbrp spot foto,1,"['baguuss', 'bangett', 'asliiik', 'ky', 'poto', 'kalender', 'kalo', 'pake', 'background', 'air', 'terjun', 'inii', 'air', 'terjun', 'di', 'samping', 'lautt', 'masuknya', 'gratis', 'ada', 'tempat', 'makan', 'ada', 'bbrp', 'spot', 'foto']","['baguuss', 'banget', 'asliiik', 'kaya', 'poto', 'kalender', 'kalo', 'pakai', 'background', 'terjun', 'terjun', 'samping', 'lautt', 'masuknya', 'gratis', 'tempat', 'makan', 'beberapa', 'spot', 'foto']","['baguuss', 'banget', 'asliiik', 'kaya', 'poto', 'kalender', 'kalo', 'pakai', 'background', 'terjun', 'terjun', 'samping', 'lautt', 'masuk', 'gratis', 'tempat', 'makan', 'beberapa', 'spot', 'foto']","['baguuss', 'banget', 'asliiik', 'kaya', 'poto', 'kalender', 'pakai', 'background', 'terjun', 'terjun', 'samping', 'lautt', 'masuk', 'gratis', 'makan', 'spot', 'foto']"
perlu pengelolaan yg lebih baik dari segi fasilitas penunjang lainnya agar pengunjung lebih tertarik karena setelah berkunjung satu kali kalau kondisinya itu itu aja pasti males untuk datang lagi,0,"['perlu', 'pengelolaan', 'yg', 'lebih', 'baik', 'dari', 'segi', 'fasilitas', 'penunjang', 'lainnya', 'agar', 'pengunjung', 'lebih', 'tertarik', 'karena', 'setelah', 'berkunjung', 'satu', 'kali', 'kalau', 'kondisinya', 'itu', 'itu', 'aja', 'pasti', 'males', 'untuk', 'datang', 'lagi']","['perlu', 'pengelolaan', 'yang', 'lebih', 'baik', 'dari', 'segi', 'fasilitas', 'penunjang', 'lainnya', 'agar', 'pengunjung', 'lebih', 'tertarik', 'karena', 'setelah', 'berkunjung', 'satu', 'kali', 'kalau', 'kondisinya', 'saja', 'pasti', 'malas', 'untuk', 'datang', 'lagi']","['perlu', 'kelola', 'yang', 'lebih', 'baik', 'dari', 'segi', 'fasilitas', 'tunjang', 'lain', 'agar', 'unjung', 'lebih', 'tarik', 'karena', 'telah', 'kunjung', 'satu', 'kali', 'kalau', 'kondisi', 'saja', 'pasti', 'malas', 'untuk', 'datang', 'lagi']","['kelola', 'segi', 'fasilitas', 'tunjang', 'unjung', 'tarik', 'kunjung', 'kali', 'kondisi', 'malas']"
tempatnya asyik alami akses masuk mudah karena hanya dipinggir jalantapi tlg hatihati untuk yg membawa lansia krn naik turun tanggakulinernya juga mantab,1,"['tempatnya', 'asyik', 'alami', 'akses', 'masuk', 'mudah', 'karena', 'hanya', 'dipinggir', 'jalantapi', 'tlg', 'hatihati', 'untuk', 'yg', 'membawa', 'lansia', 'krn', 'naik', 'turun', 'tanggakulinernya', 'juga', 'mantab']","['tempatnya', 'asyik', 'alami', 'akses', 'masuk', 'mudah', 'karena', 'hanya', 'dipinggir', 'jalantapi', 'tolong', 'hatihati', 'untuk', 'yang', 'membawa', 'lansia', 'karena', 'naik', 'turun', 'tanggakulinernya', 'juga', 'mantab']","['tempat', 'asyik', 'alami', 'akses', 'masuk', 'mudah', 'karena', 'hanya', 'pinggir', 'jalantapi', 'tolong', 'hatihati', 'untuk', 'yang', 'bawa', 'lansia', 'karena', 'naik', 'turun', 'tanggakulinernya', 'juga', 'mantab']","['asyik', 'alami', 'akses', 'masuk', 'mudah', 'pinggir', 'jalantapi', 'tolong', 'hatihati', 'bawa', 'lansia', 'turun', 'tanggakulinernya', 'mantab']"
air terjun toroan merupakan wisata yang wajib dikunjungi untuk para wisatawan dikarenakan lokasinya yang tidak membahayakan seperti air terjun pada umumnya sayangnya air terjun toroan saat ini belum banyak di kenal masyarakat padahal air terjun toroan sangat menarik  ,0,"['air', 'terjun', 'toroan', 'merupakan', 'wisata', 'yang', 'wajib', 'dikunjungi', 'untuk', 'para', 'wisatawan', 'dikarenakan', 'lokasinya', 'yang', 'tidak', 'membahayakan', 'seperti', 'air', 'terjun', 'pada', 'umumnya', 'sayangnya', 'air', 'terjun', 'toroan', 'saat', 'ini', 'belum', 'banyak', 'di', 'kenal', 'masyarakat', 'padahal', 'air', 'terjun', 'toroan', 'sangat', 'menarik']","['terjun', 'toroan', 'merupakan', 'wisata', 'yang', 'wajib', 'dikunjungi', 'untuk', 'para', 'wisatawan', 'dikarenakan', 'lokasinya', 'yang', 'tidak', 'membahayakan', 'seperti', 'terjun', 'pada', 'umumnya', 'sayangnya', 'terjun', 'toroan', 'saat', 'belum', 'banyak', 'kenal', 'masyarakat', 'padahal', 'terjun', 'toroan', 'sangat', 'menarik']","['terjun', 'toro', 'rupa', 'wisata', 'yang', 'wajib', 'kunjung', 'untuk', 'para', 'wisatawan', 'karena', 'lokasi', 'yang', 'tidak', 'bahaya', 'seperti', 'terjun', 'pada', 'umum', 'sayang', 'terjun', 'toro', 'saat', 'belum', 'banyak', 'kenal', 'masyarakat', 'padahal', 'terjun', 'toro', 'sangat', 'tarik']","['terjun', 'toro', 'rupa', 'wisata', 'wajib', 'kunjung', 'wisatawan', 'lokasi', 'bahaya', 'terjun', 'sayang', 'terjun', 'toro', 'kenal', 'masyarakat', 'terjun', 'toro', 'tarik']"
banyak spot foto tiket masuk hny bayar parkir saja mobil rb n motor rb ad musholla kecil dan toilet,1,"['banyak', 'spot', 'foto', 'tiket', 'masuk', 'hny', 'bayar', 'parkir', 'saja', 'mobil', 'rb', 'n', 'motor', 'rb', 'ad', 'musholla', 'kecil', 'dan', 'toilet']","['banyak', 'spot', 'foto', 'tiket', 'masuk', 'hanya', 'bayar', 'parkir', 'saja', 'mobil', 'ribu', 'motor', 'ribu', 'musholla', 'kecil', 'toilet']","['banyak', 'spot', 'foto', 'tiket', 'masuk', 'hanya', 'bayar', 'parkir', 'saja', 'mobil', 'ribu', 'motor', 'ribu', 'musholla', 'kecil', 'toilet']","['spot', 'foto', 'tiket', 'masuk', 'bayar', 'parkir', 'mobil', 'ribu', 'motor', 'ribu', 'musholla', 'toilet']"
